Income,Age,Years_of_Experience,Married/Single,Years_in_Current_Job,Years_in_Current_House,Owns_a_Car,Owns_a_House,Renting_a_House,Defaulted
7450010,25,5,1,5,10,1,0,1,0
4837806,43,0,1,0,11,1,0,1,0
4828749,28,15,1,5,11,0,0,1,1
5069739,40,1,1,1,11,0,0,1,0
2162609,42,0,1,0,12,0,0,1,0
4306831,49,17,1,6,12,0,0,1,0
229800,22,1,1,1,10,0,0,1,1
2808193,58,17,1,10,11,0,0,1,0
8170612,62,3,1,3,12,0,0,1,0
3098010,77,15,1,14,10,1,0,1,0
3835205,45,11,1,5,12,0,0,0,0
1864694,51,0,1,0,13,1,0,1,0
1325345,66,8,1,8,14,0,0,1,1
6002096,32,14,1,3,13,0,0,1,1
1569187,39,5,1,4,13,0,0,1,1
4409735,54,2,1,2,10,0,0,1,1
3879782,75,8,1,8,14,0,0,1,0
3049346,26,5,0,3,12,0,0,1,1
2838734,58,14,1,5,10,0,0,1,1
3560975,27,12,1,7,13,0,0,1,0
7629612,22,15,1,8,14,0,0,1,0
6676324,48,6,1,6,10,1,1,0,0
9259353,37,18,1,12,11,0,0,1,0
3533484,47,6,1,6,12,0,0,1,1
7908473,66,0,1,0,10,0,0,1,1
9213176,50,13,1,3,14,0,0,1,1
6597452,39,11,1,10,13,0,0,1,1
8371842,66,15,1,4,11,0,1,0,0
4380624,48,12,1,12,12,0,1,0,0
5683730,47,8,1,7,14,0,0,0,0
8729941,33,20,1,11,11,0,0,1,0
7339398,55,11,1,10,11,0,0,1,0
5173267,65,1,1,1,10,1,0,1,0
3603506,74,6,1,6,14,1,0,1,0
9348360,48,12,1,12,10,1,0,1,0
1737928,28,8,1,8,10,0,0,1,0
3010028,38,2,1,2,14,0,1,0,1
3763510,33,5,1,5,10,0,0,1,0
4038904,25,6,1,6,12,1,0,1,0
962072,25,14,1,4,11,1,0,1,0
724697,66,16,1,3,14,0,0,1,1
9806306,78,15,1,4,12,1,0,1,0
7655074,22,15,1,7,11,0,0,1,0
2876720,65,15,1,4,14,0,0,1,0
3323068,62,8,1,8,11,0,0,1,0
2624615,66,4,1,4,12,1,0,1,0
6035837,34,13,1,11,11,0,0,1,1
2936423,69,11,0,6,13,1,0,1,0
6314607,50,9,1,9,13,0,0,1,0
8576011,50,18,1,3,13,0,0,1,1
7977722,69,19,0,14,12,0,0,1,0
7146402,23,20,1,4,14,0,0,1,1
2295033,71,12,1,10,11,0,0,1,0
6837002,74,15,1,14,10,1,0,1,0
5164517,33,17,0,6,11,0,0,1,1
8352573,42,16,1,6,12,0,0,1,0
3274849,46,18,1,10,13,0,0,1,0
2699320,27,1,1,1,10,0,0,1,1
9777823,61,13,1,8,11,0,0,1,0
7072319,70,3,1,3,11,0,0,1,0
5998522,44,1,1,1,10,0,0,1,0
7743419,71,15,1,14,14,0,0,1,1
7167762,49,14,1,12,14,0,0,1,0
2570723,45,15,1,6,12,0,0,1,1
3036729,23,20,1,9,10,0,0,1,0
9578850,57,13,1,11,11,0,0,1,1
2162632,76,7,1,7,10,1,0,1,1
3741392,58,15,1,13,11,0,0,1,0
3268962,23,18,1,11,13,0,0,1,0
8390146,74,18,1,8,13,0,0,1,0
2289820,59,20,1,12,14,0,0,1,1
4939664,61,14,0,4,12,1,0,1,0
5408156,77,2,1,2,14,0,0,1,0
3326988,42,7,1,7,14,0,0,1,1
1744273,33,9,0,9,12,0,0,1,0
7757947,62,5,1,4,13,0,0,1,1
8230848,34,3,1,3,14,0,0,1,0
3855594,39,10,1,10,13,1,0,1,1
4961817,47,15,1,9,11,1,0,1,1
4000077,69,12,1,4,10,0,0,1,1
8897257,65,12,1,5,14,0,0,1,1
3883838,62,19,1,13,13,0,0,1,1
6036428,34,7,1,6,10,1,0,1,1
9886718,44,20,1,9,11,1,0,1,0
8928667,38,15,1,3,10,0,0,1,1
5016115,74,20,1,3,13,0,0,1,0
6785181,32,11,1,11,11,0,0,1,1
1076578,56,18,1,10,10,0,0,1,0
3045476,22,14,1,7,12,0,0,1,0
5004938,64,19,1,5,10,0,0,1,0
3205080,47,10,1,10,13,0,0,1,0
678684,67,1,1,1,10,0,0,1,1
3426767,67,1,1,1,12,0,0,1,0
1888040,43,2,0,2,13,0,0,1,0
1045513,40,2,1,2,14,0,0,0,1
3796471,29,1,1,1,10,0,0,1,0
7764998,33,9,0,7,14,1,0,1,0
2499276,21,0,1,0,12,0,0,1,1
2699320,27,1,1,1,10,0,0,1,1
4222240,56,13,1,13,12,0,0,1,0
9961107,33,15,1,11,14,1,0,1,0
423074,54,16,1,14,11,0,0,1,1
3393343,39,2,1,2,13,1,0,1,0
3858660,73,6,1,6,11,1,0,1,0
9482746,68,10,1,6,11,0,0,1,1
2391997,69,19,1,6,11,0,0,1,1
7574572,78,5,1,5,10,0,0,1,1
7751078,24,5,1,5,11,0,0,1,0
3736039,38,20,1,4,14,0,0,1,0
2936274,49,4,1,4,10,0,0,1,1
2586645,50,6,1,6,10,0,0,1,0
2800646,40,12,1,3,11,1,0,1,0
6196653,33,6,1,6,12,0,0,1,0
7071857,24,10,0,3,13,0,0,1,1
133768,50,20,1,10,12,0,0,1,1
1566672,40,3,1,3,14,0,0,1,0
1620737,54,18,1,10,11,1,0,1,1
4853459,21,4,1,4,13,0,0,0,1
1624803,50,0,1,0,11,0,0,1,0
752752,76,3,1,3,12,0,0,1,1
9978516,51,5,1,5,14,0,0,1,0
5573592,23,12,1,12,11,1,0,1,0
1698802,71,3,1,3,14,1,0,1,0
490369,23,7,1,6,14,1,0,1,1
7767363,22,16,1,3,14,0,0,1,0
384314,57,7,1,3,12,0,0,1,0
4759396,73,2,1,2,11,0,0,1,1
9211842,61,16,1,11,11,0,0,1,0
7853718,24,8,1,7,11,0,0,1,0
4280751,38,12,1,8,11,0,0,1,0
6204281,66,11,1,11,10,0,0,1,0
3659209,53,5,1,5,12,1,0,1,0
5124001,78,12,1,12,10,0,0,1,1
8771012,64,17,1,12,10,0,0,1,0
3295425,55,9,1,9,13,0,0,1,0
7895335,34,17,1,5,11,0,0,1,1
8583413,34,0,1,0,10,0,0,1,0
5340166,30,1,1,1,11,1,0,1,0
6581560,50,13,1,7,12,0,0,1,0
2503612,25,18,1,6,11,0,0,1,1
7334800,75,3,1,3,12,0,0,1,1
7770680,38,10,1,10,12,0,0,1,1
606432,39,9,1,6,10,0,0,1,1
6222541,45,19,1,11,12,0,0,0,1
1906089,27,14,1,5,13,0,0,1,1
7334328,60,12,1,9,11,0,0,1,1
1612818,79,10,1,10,11,0,0,1,1
4164773,61,10,1,4,11,0,0,0,1
6019241,41,8,1,5,12,0,0,1,0
4094948,49,3,1,3,12,1,0,1,1
5830306,68,16,0,7,10,0,0,1,0
3921757,77,11,1,3,14,0,0,1,1
5898669,32,9,0,6,13,0,0,1,0
9685641,63,5,1,5,12,0,0,1,0
1737928,28,8,1,8,10,0,0,1,0
5694236,39,2,0,2,10,1,0,1,0
2504515,51,14,1,7,12,1,0,1,0
5386630,75,12,1,10,11,0,0,1,0
926842,26,10,1,10,12,0,1,0,1
1299970,38,14,1,12,13,0,0,1,1
3771768,38,13,1,9,13,0,0,1,0
8915502,41,6,1,6,13,1,0,1,1
9666755,73,4,1,3,14,1,0,1,1
2162888,22,2,1,2,10,0,0,1,0
5559665,56,8,1,3,12,1,0,1,0
1856689,46,5,1,5,12,1,0,1,1
6825157,34,15,1,7,13,0,0,1,0
6201933,47,6,1,6,13,1,0,1,1
9366699,67,8,1,4,13,0,0,1,1
7037934,53,17,0,7,12,0,0,1,1
8573668,57,15,1,13,13,1,0,1,0
6101750,64,4,1,4,11,1,0,1,1
2045384,52,5,1,5,10,0,0,1,0
1147932,32,20,1,3,14,0,0,1,0
3711307,22,20,1,10,12,1,0,1,0
8669868,63,10,1,6,11,0,0,1,0
6591039,72,15,1,3,14,1,0,1,0
8739174,28,5,1,5,12,0,0,1,0
1671470,41,0,1,0,13,0,0,1,0
6559776,22,18,1,10,11,0,0,1,0
5134199,65,2,1,2,12,0,0,1,1
4011175,71,5,1,5,13,1,0,1,0
7247559,59,5,1,5,11,0,0,1,0
458263,50,14,1,11,13,0,0,1,0
9675070,56,19,1,3,10,1,0,1,1
554641,71,20,1,8,10,1,0,1,0
1604428,66,20,1,12,14,0,0,1,1
6743958,24,15,1,11,12,0,0,1,1
3587516,42,12,1,9,10,0,0,1,1
6973369,68,20,1,11,13,0,0,1,1
3157162,48,11,1,7,14,0,0,1,1
8700949,61,18,1,6,12,0,0,1,1
3952093,57,7,1,7,10,0,0,1,1
1415711,40,5,1,5,10,0,0,1,1
1694660,68,19,0,4,11,1,0,1,0
4445518,34,16,0,8,12,0,1,0,0
3648949,65,6,1,6,11,1,0,1,1
5809456,72,16,1,4,10,1,0,1,0
7395566,75,6,1,6,13,0,0,1,0
5180835,22,1,1,1,10,0,0,1,1
9030468,26,14,1,6,13,0,0,1,0
5269140,26,9,1,3,13,0,0,1,0
1067814,67,9,0,9,10,0,0,1,0
6087739,61,19,0,13,14,0,0,1,1
2889220,34,18,1,13,14,1,0,1,0
37512,36,8,1,8,14,0,1,0,0
5978445,27,10,1,4,10,0,0,1,0
4514928,28,20,1,5,11,1,0,1,1
7167091,51,19,1,6,11,1,0,1,1
6204574,27,12,1,5,14,0,0,1,0
3356354,52,9,1,5,13,1,0,1,0
7406159,44,5,1,5,10,0,0,1,0
8098496,77,15,1,11,10,0,0,1,1
4094969,61,13,1,4,11,0,0,1,1
2737450,33,14,1,14,13,1,0,1,0
8259435,64,15,1,4,10,0,0,1,0
2295066,76,12,1,7,13,0,0,1,1
5075609,73,9,1,4,14,0,0,1,0
4250194,28,9,1,8,13,0,0,1,0
8727386,46,9,1,5,10,0,0,1,1
5798034,28,19,1,3,12,0,0,0,0
1441816,30,5,1,5,12,0,0,1,0
5560320,34,16,1,8,11,0,0,1,0
7600998,66,8,1,8,13,1,0,1,1
4137087,25,11,1,11,10,1,0,1,0
6058793,45,0,1,0,12,0,0,1,0
191452,53,1,1,1,12,1,1,0,0
1632386,43,20,1,11,14,0,0,1,1
7636075,49,20,1,12,14,0,0,1,0
826478,33,15,1,13,11,0,0,1,1
5625315,69,16,1,14,14,0,0,1,1
6581560,50,13,1,7,12,0,0,1,0
5076361,35,16,1,6,12,0,1,0,1
2162609,42,0,1,0,12,0,0,1,1
7002478,38,20,0,5,13,0,0,1,0
5793046,71,5,1,5,13,0,0,1,0
2377469,78,11,1,6,11,0,0,1,1
4432483,69,6,1,6,10,0,0,1,0
9470213,41,5,1,5,13,1,0,0,1
1368608,65,13,1,5,14,0,0,1,0
1672431,45,8,1,8,14,0,0,1,0
2070881,52,8,1,8,14,0,0,1,0
9791269,51,7,1,6,10,0,0,1,0
6743958,24,15,1,11,12,0,0,1,1
97034,34,4,1,4,11,1,0,1,0
971966,79,10,1,5,12,1,0,1,0
1506859,30,11,1,5,10,0,0,1,0
2304556,51,12,1,8,10,0,0,1,0
710716,71,7,1,7,11,0,0,1,1
5143268,53,4,1,4,11,0,0,1,1
2278532,47,4,1,4,12,0,0,1,0
9276314,52,10,1,10,12,0,0,1,0
2803101,25,10,1,10,14,0,0,1,1
9047999,50,1,1,1,14,0,0,0,0
915146,50,4,1,4,13,0,1,0,1
6511280,71,20,0,9,14,1,0,1,1
5616245,76,20,1,13,13,1,0,1,0
6329094,26,17,1,12,11,0,0,1,1
7018599,53,0,1,0,13,0,0,1,1
4739867,43,16,1,10,11,0,0,1,1
5354560,58,13,1,5,13,1,0,1,1
5726991,78,8,1,8,10,0,0,1,0
5238806,65,3,1,3,12,0,0,1,1
8011850,48,14,1,4,11,0,0,1,0
358137,21,14,1,3,12,0,0,1,0
535157,50,2,0,2,10,0,0,1,1
4925097,69,9,1,9,12,0,0,1,0
4292910,70,2,0,2,14,0,1,0,1
4062276,27,7,1,7,12,0,0,1,0
7232098,79,19,1,10,10,1,0,1,0
7855403,35,0,1,0,10,1,0,1,0
4844257,38,11,1,4,14,1,0,1,0
7932994,57,18,1,12,11,1,0,1,0
7492021,55,19,1,4,13,0,0,1,0
976533,48,2,1,2,10,0,0,1,1
6877905,40,9,1,7,11,1,0,1,1
6490799,73,8,1,7,12,0,0,1,0
6068842,29,6,1,6,14,0,0,1,0
6637363,67,14,1,12,11,1,0,1,0
7466449,64,11,1,10,13,1,0,1,0
4918500,33,13,1,7,13,0,0,0,0
2625246,30,19,1,7,12,1,0,1,0
2013414,55,13,1,11,14,1,0,1,0
8949796,66,0,1,0,12,1,0,1,0
8024893,36,0,1,0,12,0,0,1,1
7757778,78,17,1,12,12,0,0,1,1
4423589,33,19,1,8,12,0,0,1,1
5680109,47,20,1,5,14,0,0,1,0
1543486,44,7,1,5,13,0,0,1,1
4689777,65,9,1,9,10,1,0,1,0
9970754,36,2,1,2,14,1,0,1,0
7102815,30,13,1,13,13,0,0,1,1
854406,68,13,1,7,12,0,0,1,0
4948579,40,20,1,8,11,0,0,1,0
205482,49,4,1,4,11,0,0,1,0
5157518,23,6,1,6,14,0,0,1,0
5971936,24,1,1,1,10,0,0,1,1
7783136,44,13,1,9,12,0,0,1,0
3369187,59,3,1,3,14,1,0,1,1
16890,21,8,0,7,13,0,0,1,0
3208112,31,15,1,11,11,0,0,1,0
2901323,56,2,0,2,10,1,0,1,0
9825417,65,10,1,3,11,1,0,1,1
2062048,50,3,1,3,11,1,0,1,1
4333281,75,20,0,12,14,0,0,1,1
2778908,74,0,1,0,12,0,0,1,1
90178,76,9,1,9,11,0,0,1,1
409142,63,4,1,4,12,1,0,1,0
9640838,59,10,1,10,10,0,0,1,1
2042618,67,18,1,13,13,0,0,1,0
9601253,51,15,1,10,11,0,0,1,0
3622072,60,3,1,3,14,1,0,1,1
8456007,68,17,1,14,11,0,0,1,0
8435439,68,1,1,1,14,0,0,1,1
7362548,79,0,1,0,14,1,0,1,1
8371842,66,15,1,4,11,0,1,0,0
9815414,26,5,1,5,14,0,0,1,1
2741396,28,7,1,7,12,1,0,1,0
9013759,50,10,1,6,13,1,0,1,1
2926190,71,0,1,0,14,0,0,1,1
9757979,53,18,1,12,10,0,0,1,0
2044506,38,20,1,4,10,1,0,1,0
2400228,24,1,1,1,12,1,0,1,0
9599347,51,11,1,7,10,0,0,1,1
1661569,32,12,1,5,13,0,0,1,0
9763429,73,5,1,5,11,0,0,1,1
2318739,59,4,1,4,14,0,0,1,1
9760129,44,12,1,11,10,0,0,0,1
6932717,37,0,1,0,13,0,0,1,0
8201240,37,1,1,1,13,0,0,1,1
4399912,29,9,1,9,10,0,0,1,1
2088495,59,20,0,11,13,0,0,1,0
2713771,78,4,1,4,10,1,0,1,0
5949324,77,17,1,12,11,1,0,0,0
8755938,42,20,1,14,13,1,0,1,0
2318528,33,8,1,8,11,0,0,1,0
7235849,46,4,0,4,11,0,0,1,0
590083,47,15,1,5,12,0,0,1,1
3666346,56,12,1,12,11,0,0,1,1
5118418,57,18,1,10,13,0,0,1,1
6202404,32,9,0,9,14,0,0,1,1
2341718,49,20,1,11,10,0,0,1,0
6203334,28,12,1,6,13,0,0,1,0
8236810,40,0,1,0,12,1,0,1,0
2240686,42,1,1,1,13,0,0,1,0
1963558,36,15,1,7,13,1,0,1,1
3209350,57,5,1,5,13,1,0,1,0
5336783,36,9,1,5,14,0,0,1,0
4949796,51,16,1,8,12,0,0,1,0
4351817,31,3,0,3,11,0,0,1,0
7643843,52,8,1,8,14,0,0,1,1
430586,59,7,1,7,13,0,0,1,0
7278743,36,9,1,9,14,0,0,1,0
8853692,48,15,1,7,14,1,0,1,0
9213176,50,13,1,3,14,0,0,1,1
460547,70,20,1,4,12,0,0,1,1
5828170,66,17,1,14,14,0,0,1,0
4595481,59,13,0,4,11,0,0,1,0
294895,37,10,1,4,14,0,0,1,1
7715707,37,4,0,4,10,0,0,1,0
1952864,23,19,0,9,12,0,0,1,1
1108464,57,20,1,7,14,0,0,1,1
5341055,57,8,1,7,13,1,0,1,0
2541624,32,15,1,3,12,0,0,1,1
7891332,55,8,1,5,10,0,0,1,0
700895,33,0,1,0,13,0,0,1,0
8996089,71,5,1,5,12,0,0,1,0
1312362,25,7,0,7,13,0,0,1,1
2439128,55,7,1,7,10,0,0,1,0
4971595,54,8,1,8,13,0,1,0,0
7581703,40,9,0,9,13,0,0,1,1
8732919,54,18,1,5,13,0,0,1,1
543631,54,18,1,7,11,1,0,1,1
1982463,64,2,1,2,10,0,0,1,0
630763,36,17,0,13,13,0,0,1,1
2955309,29,17,1,12,11,1,0,1,0
3831842,58,4,1,4,14,0,0,1,0
2426917,58,12,1,12,14,1,0,1,0
9768782,61,10,1,5,11,1,0,1,0
7758655,79,5,1,5,11,1,0,1,0
1040029,46,5,1,5,10,1,0,1,0
6270306,67,13,1,13,13,1,0,1,1
9328279,39,1,1,1,11,1,0,1,0
2881888,61,4,1,4,14,1,0,1,1
4435200,60,15,1,5,10,0,0,1,1
1041253,64,16,1,10,14,0,0,1,0
9832270,25,14,1,9,14,0,0,1,1
4085451,32,7,1,5,10,0,1,0,0
9644063,24,19,1,9,14,0,0,1,0
7961712,41,10,1,10,14,0,0,1,1
1670303,35,13,0,5,14,0,0,1,1
5354245,26,7,1,3,10,1,0,1,0
2357771,59,1,1,1,12,1,0,1,1
191452,53,1,1,1,12,1,1,0,0
8139766,31,15,0,3,12,0,0,1,0
1308374,51,6,1,6,11,1,0,0,1
8688804,34,12,1,7,11,0,0,1,0
1107270,35,16,1,4,13,0,0,1,0
8217682,67,10,1,10,10,1,0,0,0
1883575,49,16,1,14,12,1,0,1,0
8036522,63,6,1,6,12,0,0,1,0
7013255,75,10,1,10,11,1,1,0,1
5055709,57,3,1,3,12,0,1,0,1
1872855,79,16,1,4,13,0,0,1,0
5360758,50,15,0,6,11,1,0,1,0
1929302,21,6,1,6,11,0,0,1,1
752748,73,8,0,8,13,0,0,1,0
4547766,55,2,1,2,10,1,0,1,0
9088666,45,11,1,11,12,0,0,1,1
9760129,44,12,1,11,10,0,0,0,1
9840303,24,4,1,4,11,0,1,0,0
9434255,52,12,1,12,12,0,0,1,1
1871076,52,18,1,3,10,0,0,1,0
1077610,30,12,1,9,11,0,0,1,0
5133738,66,9,1,6,13,0,0,1,0
431500,51,10,1,10,11,1,0,1,1
7257927,75,18,1,10,13,0,0,1,0
1514602,71,6,1,6,13,0,0,1,1
1791169,68,15,1,8,14,1,0,1,0
9767419,77,10,1,10,13,0,0,1,0
2744667,27,17,1,12,11,0,0,1,0
6975092,73,9,1,9,13,0,0,1,0
2451102,30,3,1,3,13,0,0,1,0
912537,27,20,1,11,11,0,0,1,0
8121180,78,17,1,3,10,0,0,1,0
1238515,66,4,1,4,13,1,0,1,0
9864680,68,13,1,12,14,1,0,1,1
2045384,52,5,1,5,10,0,0,1,0
5465985,35,9,1,9,10,0,0,1,0
2528206,65,6,1,6,10,0,0,1,0
54128,61,13,1,3,13,0,0,1,0
3430690,60,12,1,12,12,1,0,1,0
6393633,27,16,1,3,12,0,0,1,0
4002405,68,6,1,3,13,0,0,1,1
2318739,59,4,1,4,14,0,0,1,1
689454,55,4,1,4,13,0,0,1,0
1677705,42,14,1,13,14,0,0,1,0
3148579,45,9,1,9,10,0,0,1,1
5186187,76,2,1,2,12,0,0,1,1
4927179,44,14,0,11,13,1,0,1,0
3090546,54,9,1,5,12,0,0,1,1
7872203,73,16,1,11,11,0,0,1,1
706221,44,9,1,9,13,0,0,1,0
3092529,49,1,1,1,10,0,0,1,1
5270503,28,20,1,9,13,1,0,1,0
2966907,30,6,0,5,12,1,0,1,1
9678663,46,0,1,0,12,0,0,1,1
9469019,48,0,1,0,12,0,0,1,0
8190070,61,9,1,3,12,1,0,1,0
6195911,24,11,1,9,13,0,0,1,0
6565653,53,12,1,11,12,0,1,0,1
6432481,72,3,1,3,13,1,0,1,1
6641682,42,0,1,0,10,0,0,1,1
2542814,55,10,1,8,11,0,0,1,0
436875,62,17,1,6,10,0,0,1,1
850458,75,1,1,1,12,0,0,1,0
6798169,42,6,1,6,14,1,0,1,1
8592628,73,13,1,4,14,1,1,0,1
9685699,62,6,1,6,10,0,0,1,0
8064081,55,18,1,9,14,1,0,1,0
80603,58,12,1,12,13,1,0,1,1
7210569,54,17,1,10,11,0,0,1,1
5003285,54,9,1,9,11,0,1,0,0
3289640,67,18,1,3,14,0,0,1,1
6793519,57,6,1,6,11,0,0,1,1
5010356,74,8,1,8,14,0,0,1,0
9649857,44,4,1,4,13,0,0,1,0
7781258,72,9,1,9,11,0,0,1,0
4243789,25,5,1,3,13,0,0,1,0
8476201,55,1,1,1,11,0,0,1,1
3578378,41,9,1,9,10,1,0,1,1
5965932,74,3,1,3,13,0,0,1,1
6894894,27,7,1,7,13,0,0,1,0
4828285,60,12,1,10,11,1,0,1,0
6305461,41,11,1,7,14,1,0,1,1
80462,72,3,1,3,12,0,0,1,1
4122315,31,14,1,10,11,1,1,0,0
450688,72,7,1,7,14,0,0,1,0
1261418,64,13,1,5,14,0,0,1,0
9270608,79,14,1,4,12,0,0,1,0
7102815,30,13,1,13,13,0,0,1,1
6581157,58,0,1,0,12,1,0,1,1
8729941,33,20,1,11,11,0,0,1,0
7989407,61,8,1,8,11,0,0,1,1
2241112,28,8,1,6,14,0,0,1,0
7465121,37,2,1,2,12,1,0,1,0
1950787,53,12,0,7,12,0,0,1,1
9267569,48,11,1,11,12,0,0,1,1
5895669,42,9,1,9,11,0,0,1,0
4919990,25,14,1,8,13,0,0,1,0
8497267,65,6,1,6,12,0,0,1,1
6170073,78,18,1,8,13,1,0,1,0
5118418,57,18,1,10,13,0,0,1,1
5148343,23,9,1,8,12,0,0,1,0
4868070,51,17,0,6,13,0,0,1,1
6676488,74,11,1,8,14,0,0,1,1
2874640,50,10,1,9,12,0,0,1,0
8998014,72,13,1,9,11,1,0,1,1
549476,47,1,1,1,10,0,0,1,1
7065695,72,6,1,6,12,0,0,1,0
6536145,39,0,1,0,11,0,1,0,0
283529,39,20,1,9,14,0,0,1,0
4410807,55,18,1,10,10,0,0,1,0
1874022,44,15,1,7,14,0,0,1,0
645859,44,17,1,5,12,0,0,1,0
4627367,48,11,1,8,11,0,0,1,0
8012656,25,3,1,3,14,1,0,1,1
2549997,51,15,0,13,14,0,0,1,1
5413550,53,18,1,12,12,1,1,0,0
9287205,68,9,1,8,11,0,0,0,0
1085710,72,12,1,9,10,0,0,1,1
4176341,59,9,1,8,10,0,0,1,0
6831806,52,0,0,0,12,0,0,1,1
8997854,36,16,1,5,10,0,0,1,1
6370366,59,2,1,2,13,1,0,1,0
6212785,77,5,1,5,13,0,0,1,1
4002405,68,6,1,3,13,0,0,1,1
1551042,70,18,1,13,13,0,0,1,1
2506596,30,13,0,8,14,0,0,1,1
2987685,59,6,1,6,10,1,0,1,0
3897430,21,2,1,2,12,0,0,1,0
4516990,69,9,1,9,11,0,0,1,1
1089480,64,18,1,3,11,0,0,1,0
3527423,54,11,0,5,13,1,0,1,0
9044259,30,16,1,3,11,0,0,1,1
9880929,69,20,1,5,11,0,0,1,0
4774357,48,12,0,12,14,0,0,1,0
4070421,22,8,0,5,14,1,0,1,1
75855,33,17,1,12,11,0,0,1,1
1771195,31,14,1,9,13,0,0,1,1
5126123,41,1,1,1,12,0,0,1,1
448021,54,11,1,11,14,0,0,1,1
9515537,70,18,1,5,13,0,0,1,1
7511554,53,4,1,4,11,0,0,1,0
2724690,56,1,1,1,12,1,0,1,1
3417203,53,15,1,5,13,0,0,1,1
5713579,53,14,1,10,11,0,0,1,1
2204102,22,17,1,7,12,0,0,1,1
6465808,40,16,1,4,14,0,1,0,1
2143718,25,0,1,0,10,1,0,0,1
9180429,71,17,1,8,10,0,0,1,0
4407262,64,8,1,6,11,1,0,1,0
2024262,62,3,1,3,12,1,0,1,0
1752237,79,4,1,4,11,0,0,1,0
5501160,35,20,1,5,12,1,0,1,0
5713579,53,14,1,10,11,0,0,1,0
1900932,69,11,1,5,10,0,0,1,0
1000979,41,19,1,5,13,1,0,1,0
8085751,48,8,1,8,13,0,0,1,0
1207390,43,4,1,3,14,0,0,1,0
2921933,58,12,1,3,14,0,0,1,0
6094810,70,17,1,10,13,0,1,0,0
9889836,48,10,1,5,12,1,0,1,0
3317060,39,4,1,4,10,1,0,1,0
4621722,44,11,1,6,14,0,0,1,1
5004535,78,5,1,5,10,0,0,1,0
9044259,30,16,1,3,11,0,0,1,1
4322452,68,2,1,2,10,0,1,0,1
9780861,60,14,1,8,14,0,0,1,0
3469231,42,12,1,12,14,0,0,1,0
8727386,46,9,1,5,10,0,0,1,1
2167931,58,13,0,9,11,0,0,1,0
4477660,30,0,0,0,14,1,0,1,1
2310597,30,6,1,6,13,0,0,1,0
7975781,36,15,1,10,12,0,0,1,0
3023559,65,16,0,8,10,1,0,1,0
4872825,76,6,1,6,10,1,0,1,0
8005797,58,5,1,5,14,1,0,1,0
5693432,56,3,1,3,11,0,0,1,1
7637007,48,17,1,4,12,0,0,1,0
4702825,59,8,1,5,13,0,0,1,0
404348,72,10,1,7,11,0,0,1,1
1113251,22,10,0,10,10,0,0,1,0
9580290,27,14,1,8,13,0,0,1,1
228131,30,5,1,5,12,0,0,1,1
3463312,76,2,1,2,10,1,0,1,0
5568760,29,5,1,5,10,0,0,1,0
3864475,44,14,1,10,11,0,0,1,1
3952093,57,7,1,7,10,0,0,1,1
2499018,24,15,1,8,13,0,0,1,1
9937676,61,3,1,3,11,0,0,1,0
7743419,71,15,1,14,14,0,0,1,0
5709987,69,4,1,4,13,1,0,1,1
4536163,66,18,1,13,10,0,0,1,1
7172998,36,16,1,9,13,0,0,1,0
9265462,48,6,1,6,10,0,0,1,1
491399,57,12,1,3,11,0,0,1,1
5158722,69,3,1,3,14,0,0,1,0
5305177,23,17,1,9,11,0,0,1,1
606432,39,9,1,6,10,0,0,1,1
7548739,78,17,1,9,13,1,0,1,0
7465121,37,2,1,2,12,1,0,1,0
5713579,53,14,1,10,11,0,0,1,1
6669967,72,13,1,8,11,1,0,1,0
8249799,42,19,1,12,10,0,0,1,0
1298318,30,1,1,1,12,1,0,1,1
3741722,38,19,1,10,13,0,0,1,0
2421029,48,13,1,5,10,0,0,1,1
853211,40,5,1,5,10,0,0,1,0
4728760,38,6,1,3,12,0,0,1,0
7156786,28,7,1,7,11,0,0,1,1
4727668,62,20,1,7,10,1,0,1,1
6973369,68,20,1,11,13,0,0,1,1
892655,53,4,1,4,10,0,0,1,0
3971293,40,5,1,5,11,0,0,1,0
1728444,66,10,1,10,13,1,0,1,0
1847709,44,3,1,3,12,1,0,1,1
3179384,34,11,0,7,14,0,0,1,0
6055718,30,4,1,4,10,0,0,1,0
6840395,40,19,1,9,12,1,0,1,0
9066167,25,11,1,5,12,0,0,1,0
5284075,50,16,1,11,13,1,0,1,0
4041403,47,19,1,13,14,1,0,1,1
2926477,78,19,1,3,10,0,0,1,0
415914,52,6,1,6,14,0,0,1,0
6934314,47,18,0,4,10,0,0,1,1
7174895,28,2,1,2,14,0,0,1,0
1779655,74,8,1,7,12,0,0,1,0
988540,65,14,1,13,11,0,0,1,0
6029688,76,16,1,14,13,1,1,0,0
5180835,22,1,1,1,10,0,0,1,0
6913078,38,14,0,3,14,0,0,1,1
8702383,76,20,1,3,12,0,0,1,1
7731278,33,12,0,11,13,0,0,1,0
8196352,36,19,1,13,14,1,0,1,0
601404,47,20,1,8,10,0,0,1,1
606432,39,9,1,6,10,0,0,1,1
3412117,76,3,1,3,14,1,0,1,1
3330034,41,1,1,1,13,1,0,1,0
9254969,75,7,1,7,10,0,0,1,1
9558008,49,1,1,1,11,0,0,1,1
3430690,60,12,1,12,12,1,0,1,0
221630,58,12,1,7,12,1,0,1,0
1576759,76,0,1,0,13,1,0,1,0
757360,76,16,1,7,10,0,0,1,0
